vendorName,streetAddress,ZIPCode,city,state,countryCode,congressionalDistrictCode,annualRevenue,numberOfEmployees,PIID,modNumber,transactionNumber,obligatedAmount,majorProgramCode,mainAccountCode,placeOfPerformanceZIPCode,placeOfPerformanceCongressionalDistrict,placeOfPerformanceCountryCode,placeOfPerformanceStateCode,signedDate,effectiveDate,currentCompletionDate,ultimateCompletionDate,fundedThroughDate,principalNAICSCode,countryOfOrigin,placeOfManufacture
Auburn University,107 Samford Hall,368490001,Auburn,AL,USA,3,989969024,12476,NNX14AB14G,2,0,73658,ACADEMY OF AEROSPACE QUALITY,122,368490001,3,USA,AL,2014-03-10 00:00:00,2014-03-10 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,,,
Smithsonian Institution,60 Garden St,21381516,Cambridge,MA,USA,5,0,0,NNX13AI43G,2,0,74846,SAO PARTICIPATION IN THE KOREAN GEOSTATIONARY ENVIRONMENT MONITORING SPECTROMETER (GEMS): INSTRUMENT,120,21381516,5,USA,MA,2014-03-10 00:00:00,2014-03-10 00:00:00,2018-03-18 00:00:00,2018-03-18 00:00:00,2018-03-18 00:00:00,,,
California Institute Of Technology,4800 Oak Grove Dr,911098001,Pasadena,CA,USA,27,1724999936,5000,NNN13R268T,5,0,75471,,122,911098099,27,USA,CA,2014-03-10 00:00:00,2014-03-10 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,541712,USA,C
Aurora Flight Sciences Corporation,9950 Wakeman Dr,201102702,Manassas,VA,USA,10,65487000,367,NNX12CA58C,2,0,83586,SPHERES/UNIVERSAL ISS BATTERY CHARGING STATION,131,201102702,10,USA,VA,2014-03-10 00:00:00,2014-03-10 00:00:00,2014-12-31 00:00:00,2014-12-31 00:00:00,2014-12-31 00:00:00,541712,USA,C
Bay Area Environmental Research Institute Incorporated,560 Third St W,954766502,Sonoma,CA,USA,5,4000000,30,NNX11AG93A,13,0,93428,,120,954766502,5,USA,CA,2014-03-10 00:00:00,2014-03-10 00:00:00,2015-04-30 00:00:00,2015-04-30 00:00:00,2015-04-30 00:00:00,,,
Honeywell International Incorporated,111 S 34th St,850342802,Phoenix,AZ,USA,7,30000001024,80000,NNC14VC60P,0,0,96615,,126,850342802,7,USA,AZ,2014-03-10 00:00:00,2014-03-10 00:00:00,2014-12-31 00:00:00,2014-12-31 00:00:00,,336412,USA,C
Sgt Incorporated,7701 Greenbelt Rd Ste 400,207706521,Greenbelt,MD,USA,5,332447648,1550,NNC08JE10D,247,0,112753.23,,126,441353127,16,USA,OH,2014-03-10 00:00:00,2014-03-10 00:00:00,2015-04-30 00:00:00,2015-04-30 00:00:00,,561210,USA,C
The Regents Of The University Of Colorado,"3100 Marine St Rm 479, 572 Ucb",803031058,Boulder,CO,USA,2,3333,3333,NNX13AI42G,2,0,158251,A TROPICAL AIRBORNE VALIDATION CAPABILITY FOR OCO-2,120,803031058,2,USA,CO,2014-03-10 00:00:00,2014-03-10 00:00:00,2016-03-31 00:00:00,2016-03-31 00:00:00,2016-03-31 00:00:00,,,
"Shell Energy North America (us), L.P.",909 Fannin Ste 700,770101035,Houston,TX,USA,18,56349999104,104000,NNA14AA74T,0,0,179518.15,,122,940350001,18,USA,CA,2014-03-10 00:00:00,2014-03-10 00:00:00,2014-03-29 00:00:00,2014-03-29 00:00:00,,211111,USA,D
California Institute Of Technology,4800 Oak Grove Dr,911098001,Pasadena,CA,USA,27,1724999936,5000,NNN13R265T,10,0,188677,,122,911098099,27,USA,CA,2014-03-10 00:00:00,2014-03-10 00:00:00,2015-11-14 00:00:00,2015-11-14 00:00:00,2015-11-14 00:00:00,541712,USA,C
Catholic University Of America (the),620 Michigan Ave Ne,200640002,Washington,DC,USA,0,204092000,1903,NNX11AM24G,6,0,189882,,120,200640001,0,USA,DC,2014-03-10 00:00:00,2014-03-10 00:00:00,2014-07-31 00:00:00,2014-07-31 00:00:00,2014-07-31 00:00:00,,,
Chugach Federal Solutions Incorporated,3800 Centerpoint Dr Ste 601,995035821,Anchorage,AK,USA,0,38520,58,NNL14AA78T,0,0,236255.6,OPERATION OF THE CENTER FOR AEROSPACE INFORMATION (CASI) AND STI PROGRAM SUPPORT,122,210761320,2,USA,MD,2014-03-10 00:00:00,2014-03-10 00:00:00,2014-12-05 00:00:00,2014-12-05 00:00:00,,519120,USA,C
The Regents Of The University Of Colorado,"3100 Marine St Rm 479, 572 Ucb",803031058,Boulder,CO,USA,2,3333,3333,NNX12AG85G,3,0,246271,,120,803031058,2,USA,CO,2014-03-10 00:00:00,2014-03-10 00:00:00,2016-03-31 00:00:00,2016-03-31 00:00:00,2016-03-31 00:00:00,,,
Parsons Government Services Incorporated,100 W Walnut St,911240001,Pasadena,CA,USA,27,3400000000,13000,NNG13AZ15T,22,0,333285,,122,207710003,5,USA,MD,2014-03-10 00:00:00,2014-03-10 00:00:00,2016-04-18 00:00:00,2016-04-18 00:00:00,,236220,USA,C
Parsons Government Services Incorporated,100 W Walnut St,911240001,Pasadena,CA,USA,27,3400000000,13000,NNG11AZ20T,92,0,347864,,122,207710003,5,USA,MD,2014-03-10 00:00:00,2014-03-10 00:00:00,2016-04-18 00:00:00,2016-04-18 00:00:00,,236220,USA,C
Sgt Incorporated,7701 Greenbelt Rd Ste 400,207706521,Greenbelt,MD,USA,5,332447648,1550,NNC05JE02D,94,0,378632.44,,126,441353127,16,USA,OH,2014-03-10 00:00:00,2014-03-10 00:00:00,2015-04-30 00:00:00,2015-04-30 00:00:00,,561210,USA,
California Institute Of Technology,4800 Oak Grove Dr,911098001,Pasadena,CA,USA,27,1724999936,5000,NNN13R513T,1,0,528295,,122,911098099,27,USA,CA,2014-03-10 00:00:00,2014-03-10 00:00:00,2014-04-16 00:00:00,2014-04-16 00:00:00,2014-04-16 00:00:00,541712,USA,C
The Science Museum Of Minnesota,120 Kellogg Blvd W,551021202,Saint Paul,MN,USA,4,0,0,NNX14AD16G,0,0,999998,ENGINEERING FOR SPACE EXPLORATION,128,551021202,4,USA,MN,2014-03-10 00:00:00,2014-01-08 00:00:00,2016-01-07 00:00:00,2016-01-07 00:00:00,,,,
Smart Global Solutions Jv Llc,7855 Walker Dr Ste 200,207703239,Greenbelt,MD,USA,5,0,0,NNH10CC97C,43,0,1497445,,124,222024800,8,USA,VA,2014-03-10 00:00:00,2014-03-10 00:00:00,2015-07-31 00:00:00,2015-07-31 00:00:00,,561110,USA,C
L-3 Services Incorporated,1501 Merchants Way,325789728,Niceville,FL,USA,1,12480000000,63700,NNJ08HA01C,119,0,2118115.81,,124,770583607,36,USA,TX,2014-03-10 00:00:00,2014-03-10 00:00:00,2014-05-31 00:00:00,2014-09-30 00:00:00,,541519,USA,
California Institute Of Technology,4800 Oak Grove Dr,911098001,Pasadena,CA,USA,27,1724999936,5000,NNN13D846T,21,0,9562243,,124,911098099,27,USA,CA,2014-03-10 00:00:00,2014-03-10 00:00:00,2014-12-24 00:00:00,2014-12-24 00:00:00,2014-12-24 00:00:00,541712,USA,C
Wyle Laboratories Incorporated,1290 Hercules Ave Ste 120,770582769,Houston,TX,USA,36,5000000000,3500,NAS902078,324,0,1.35981328E7,,115,770583075,36,USA,TX,2014-03-10 00:00:00,2014-03-10 00:00:00,2014-04-30 00:00:00,2014-04-30 00:00:00,,541710,USA,
California Institute Of Technology,4800 Oak Grove Dr,911098001,Pasadena,CA,USA,27,1724999936,5000,NNN13D496T,8,0,1.5E7,,120,911098099,27,USA,CA,2014-03-10 00:00:00,2014-03-10 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,541712,USA,C
California Institute Of Technology,4800 Oak Grove Dr,911098001,Pasadena,CA,USA,27,1724999936,5000,NNN13D222T,16,0,5.6299225E7,,130,911098099,27,USA,CA,2014-03-10 00:00:00,2014-03-10 00:00:00,2017-09-01 00:00:00,2017-09-01 00:00:00,2014-09-01 00:00:00,541712,USA,C
Lockheed Martin Space Operations Company,"John C Stennis Cntr, Bldg 1100n",395296000,Stennis Space Center,MS,USA,4,1500000000,20000,SSC00199408DNAS13650,204A,0,-2369774.46,,111,395296000,4,USA,MS,2014-03-11 00:00:00,2014-03-11 00:00:00,2004-10-30 00:00:00,2004-10-30 00:00:00,,,USA,
Chugach Federal Solutions Incorporated,3800 Centerpoint Dr Ste 700,995035821,Anchorage,AK,USA,0,19139676,758,NNG12AZ24C,69,0,-155884.55,FOMS,122,207710003,5,USA,MD,2014-03-11 00:00:00,2014-03-11 00:00:00,2014-11-30 00:00:00,2017-10-31 00:00:00,2014-11-30 00:00:00,561210,USA,C
Cornell Technical Services Llc,9700 Patuxent Woods Dr. Suite 140,210462941,Columbia,MD,USA,3,4416000,30,NNL13AB41T,2,0,-56585,,120,210462941,3,USA,MD,2014-03-11 00:00:00,2014-03-11 00:00:00,2013-11-30 00:00:00,2013-11-30 00:00:00,2014-03-11 00:00:00,541712,USA,C
The Aerospace Corporation,2310 East El Segundo Blvd,902454609,El Segundo,CA,USA,33,790000000,4000,NNG11VN12T,8,0,-33695,,120,902454609,33,USA,CA,2014-03-11 00:00:00,2014-03-11 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,2014-03-11 00:00:00,541712,USA,C
Jacobs Technology Incorporated,600 William Northern Blvd,373884729,Tullahoma,TN,USA,6,10397835264,38900,NNL14AA42T,5,0,-29999,,120,236812199,2,USA,VA,2014-03-11 00:00:00,2014-03-11 00:00:00,2024-01-31 00:00:00,2024-01-31 00:00:00,2014-09-30 00:00:00,561210,USA,C
Ares Corporation,1440 Chapin Ave Ste 390,940104058,Burlingame,CA,USA,14,73950000,480,NNC09JH16T,23,0,-8749.75,,120,441353127,16,USA,OH,2014-03-11 00:00:00,2014-03-11 00:00:00,2013-11-30 00:00:00,2013-11-30 00:00:00,2014-03-11 00:00:00,541330,,C
National Institute Of Aerospace Associates,100 Exploration Way,236666186,Hampton,VA,USA,2,21319000,90,NNL12AB00T,1,0,-5835.41,,126,236666186,2,USA,VA,2014-03-11 00:00:00,2014-03-11 00:00:00,2012-08-31 00:00:00,2012-08-31 00:00:00,2014-03-11 00:00:00,541712,USA,C
Prc Laser Corporation,350 N Frontage Rd,78501515,Landing,NJ,USA,7,21175000,60,NNC13VF17P,2,0,-1193.74,,122,78501515,7,USA,NJ,2014-03-11 00:00:00,2014-03-11 00:00:00,2013-08-02 00:00:00,2013-08-02 00:00:00,,335999,USA,C
Ch2m Hill Constructors Incorporated,9189 S Jamaica St,801125946,Englewood,CO,USA,4,5422800896,19020,NNM13AD53D,1,0,-696.42,MSFC LOGISTICS SUPPORT SERVICES (MLSS),115,801125946,4,USA,CO,2014-03-11 00:00:00,2014-03-11 00:00:00,2013-12-16 00:00:00,2013-12-16 00:00:00,,561210,USA,D
Frequentis Usa Incorporated,9017 Red Branch Rd Ste 102,210452102,Columbia,MD,USA,7,3200000,14,NNJ13RA61D,1,0,-451,,115,210452102,7,USA,MD,2014-03-11 00:00:00,2014-03-11 00:00:00,2014-01-31 00:00:00,2014-01-31 00:00:00,,334210,USA,C
Photronics Incorporated,15 Secor Rd,68043937,Brookfield,CT,USA,5,395539,1420,NNG09LK21D,9,0,-146.15,,120,68043937,5,USA,CT,2014-03-11 00:00:00,2014-03-11 00:00:00,2014-09-22 00:00:00,2014-09-22 00:00:00,,327211,USA,D
Jrh Electronics Llc,11001 Lincoln Drive West,80531530,Marlton,NJ,USA,3,9686020,9,NNK14MA26P,1,0,143.51,,115,80531530,3,USA,NJ,2014-03-11 00:00:00,2014-03-11 00:00:00,2014-04-14 00:00:00,2014-04-14 00:00:00,,335931,USA,D
Rescue One Training For Life,7621 Rickenbacker Dr Ste 700,208794780,Gaithersburg,MD,USA,6,1727245,11,NNX14TA70P,0,0,1644,,4546,205460001,0,USA,DC,2014-03-11 00:00:00,2014-06-11 00:00:00,2014-06-11 00:00:00,2014-06-11 00:00:00,,611430,USA,C
American University,"4400 Massachusetts Ave, Nw",200168001,Washington,DC,USA,0,375000000,4000,NNX12AH20A,16,0,3125,"LASER, FIBER, AND OPTICAL TECHNOLOGY",122,200168001,0,USA,DC,2014-03-11 00:00:00,2014-03-11 00:00:00,2015-03-31 00:00:00,2015-03-31 00:00:00,2015-03-31 00:00:00,,,
"Patent And Trademark Office, United States",600 Dulany St,223145790,Alexandria,VA,USA,8,0,0,NNK14PC12W,0,0,3986,,115,223145790,8,USA,VA,2014-03-11 00:00:00,2014-03-11 00:00:00,2014-03-11 00:00:00,2014-03-11 00:00:00,,561410,USA,C
Pi (physik Instrumente) L.P.,16 Albert St,15011304,Auburn,MA,USA,2,10000000,250,NNG14PN07P,0,0,5144,,120,15011304,2,USA,MA,2014-03-11 00:00:00,2014-03-11 00:00:00,2014-05-23 00:00:00,2014-05-23 00:00:00,,334519,USA,D
Zantech It Services Incorporated,1600 Tysons Blvd Ste 1150,221024883,Mclean,VA,USA,11,4536635,23,NNG10AZ07C,79,0,5352,,120,221024883,11,USA,VA,2014-03-11 00:00:00,2014-03-11 00:00:00,2015-02-28 00:00:00,2015-02-28 00:00:00,2014-08-08 00:00:00,561920,USA,C
Hodges Retail Llc,455 East Douglas Rd,346772907,Oldsmar,FL,USA,12,6364153,4,NNG14HC11P,0,0,5361.59,,120,346772907,12,USA,FL,2014-03-11 00:00:00,2014-03-11 00:00:00,2014-04-11 00:00:00,2014-04-11 00:00:00,,488330,USA,D
Avnet Incorporated,6811 Benjamin Franklin Dr Ste 140,210462967,Columbia,MD,USA,3,19000000512,17000,NNG14LC75P,0,0,5565,,120,210462967,3,USA,MD,2014-03-11 00:00:00,2014-03-11 00:00:00,2015-03-30 00:00:00,2015-03-30 00:00:00,,423430,USA,D
Cdw Government Llc,230 N Milwaukee Ave,600611577,Vernon Hills,IL,USA,10,2213644032,1061,NNG14HD31D,0,0,6367.61,,122,600611577,10,USA,IL,2014-03-11 00:00:00,2014-03-11 00:00:00,2014-04-12 00:00:00,2014-04-12 00:00:00,,541519,USA,D
Ni Government Services Incorporated,1501 Green Road Suite Ab,330641077,Pompano Beach,FL,USA,21,5000000,1,NND14AA58P,2,0,9754.65,,122,935230273,23,USA,CA,2014-03-11 00:00:00,2014-03-11 00:00:00,2015-01-31 00:00:00,2015-01-31 00:00:00,2015-01-31 00:00:00,517410,USA,C
University Of Maryland,3112 Lee Building Md-005,207420001,College Park,MD,USA,5,2720895488,12254,NNX14AE91G,0,0,11359,"REFLIGHT OF THE STRATOSPHERIC TERAHERTZ OBSERVATORY: STO-2, UNIVERSITY OF MARYLAND CO-I",120,207420001,5,USA,MD,2014-03-11 00:00:00,2014-02-28 00:00:00,2017-02-27 00:00:00,2017-02-27 00:00:00,2017-02-27 00:00:00,,,
Flightsafety International Incorporated,Marine Air Terminal La Guardia Airport,113711061,Flushing,NY,USA,14,936040768,217550,NND14AA84T,0,0,12688,,120,787585225,10,USA,TX,2014-03-11 00:00:00,2014-04-10 00:00:00,2014-12-15 00:00:00,2014-12-15 00:00:00,,611512,USA,C
Hartzell Fan Incorporated,910 S Downing St,453563824,Piqua,OH,USA,8,30425500,220,NNC14VD64P,0,0,14112,,126,453563824,8,USA,OH,2014-03-11 00:00:00,2014-03-11 00:00:00,2014-04-11 00:00:00,2014-04-11 00:00:00,,333413,USA,D
Newport Corporation,1791 Deere Ave,926064814,Irvine,CA,USA,45,540000000,2400,NNG14HL53P,0,0,15173.65,,120,926064814,45,USA,CA,2014-03-11 00:00:00,2014-03-11 00:00:00,2014-03-25 00:00:00,2014-03-25 00:00:00,,333314,USA,D
Vantage Systems Incorporated,10210 Greenbelt Rd Ste 400,207064358,Lanham,MD,USA,4,9974478,135,NNG11PJ00C,31,0,21179,MMS,120,207064358,4,USA,MD,2014-03-11 00:00:00,2014-03-11 00:00:00,2016-09-12 00:00:00,2016-09-12 00:00:00,2016-09-12 00:00:00,541330,USA,C
University Of Maryland,3112 Lee Building Md-005,207420001,College Park,MD,USA,5,2720895488,12254,NNX14AD70G,0,0,21911,ANALYSIS OF GRACE LEVEL-1B AND LEVEL -2 DATA TO ADVANCE SURFACE WATER HYDROLOGICAL MODEL,120,207420001,5,USA,MD,2014-03-11 00:00:00,2014-06-01 00:00:00,2017-05-30 00:00:00,2017-05-30 00:00:00,2017-05-30 00:00:00,,,
Analytical Services Incorporated,350 Voyager Way Nw,358063200,Huntsville,AL,USA,5,67430120,172,NNM13AA85T,4,0,25248,OUTREACH COORDINATION/OPERATION,124,358120001,5,USA,AL,2014-03-11 00:00:00,2014-03-11 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,2014-06-19 00:00:00,541712,USA,C
Jacobs Technology Incorporated,600 William Northern Blvd,373884729,Tullahoma,TN,USA,6,10397835264,38900,NNL14AA41T,5,0,29999,,120,236812199,2,USA,VA,2014-03-11 00:00:00,2014-03-11 00:00:00,2024-01-31 00:00:00,2024-01-31 00:00:00,2014-09-30 00:00:00,561210,USA,C
Catholic University Of America (the),620 Michigan Ave Ne,200640001,Washington,DC,USA,0,221485696,1827,NNX13AK59A,3,0,33935,,120,200640001,0,USA,DC,2014-03-11 00:00:00,2014-03-11 00:00:00,2016-06-30 00:00:00,2016-06-30 00:00:00,2016-06-30 00:00:00,,,
California Institute Of Technology,4800 Oak Grove Dr,911098001,Pasadena,CA,USA,27,1724999936,5000,NNN13D164T,12,0,35882,,120,911098099,27,USA,CA,2014-03-11 00:00:00,2014-03-11 00:00:00,2015-04-30 00:00:00,2015-04-30 00:00:00,2015-04-30 00:00:00,541712,USA,C
"Darr Industries Group, Llc",7980 W Ridge Rd,164151807,Fairview,PA,USA,3,100000,5,NNM14AA35P,0,0,36899.52,,124,164151807,3,USA,PA,2014-03-11 00:00:00,2014-03-11 00:00:00,2014-06-05 00:00:00,2014-06-05 00:00:00,,333999,USA,D
Teletronics Technology Corp,15 Terry Dr,189401830,Newtown,PA,USA,8,50000000,250,NNC14QA17D,0,0,37473,,124,441352137,9,USA,OH,2014-03-11 00:00:00,2014-03-11 00:00:00,2014-09-11 00:00:00,2014-09-11 00:00:00,,334516,USA,D
Villanova University In The State Of Pennsylvania,800 Lancaster Ave,190851603,Villanova,PA,USA,7,368665984,2555,NNX13AF11G,1,0,43481,ARCHIVAL ULTRAVIOLET SPECTROSCOPIC ANALYSIS OF DISK-DOMINATED CATACLYSMIC VARIABLES: THE IMPORTANCE,120,190851603,7,USA,PA,2014-03-11 00:00:00,2014-03-11 00:00:00,2016-01-23 00:00:00,2016-01-23 00:00:00,2016-01-22 00:00:00,,,
